schema_version,run_id,run_name,task_name,model,teacher_model,ts_start_utc,ts_end_utc,duration_s,seed,config_hash,git_commit_sha,git_dirty,device,device_name,epochs,epochs_ran,early_stop_patience,early_stop_min_delta,early_stopped,stopped_epoch,best_epoch,lr,weight_decay,batch_size,optimizer,scheduler,sr,n_mels,clip_seconds,class_weights,dataset_commit,cache_fingerprint,best_val_loss,best_val_f1,best_val_acc,best_val_precision_macro,best_val_recall_macro,best_val_balanced_acc,test_loss,test_f1,test_acc,test_precision_macro,test_recall_macro,test_balanced_acc,params,teacher_params,compression_ratio,model_size_mb,cpu_latency_ms,artifact_dir,metrics_json,epoch_metrics_csv,test_metrics_csv,class_metrics_csv,test_cm_csv,best_checkpoint,last_checkpoint,optimizer_checkpoint,scheduler_checkpoint,rng_checkpoint,rnn_hidden,rnn_layers,cbam_reduction,cbam_sa_kernel,att_mode,alpha,tau
v2,p1_tinycnn_cbam_rr16_sk11_seed42-s42-934f92fafbb4,p1_tinycnn_cbam_rr16_sk11_seed42,sleep_event_classification,tinycnn_cbam,,2026-02-09T12:29:51.839Z,2026-02-09T13:01:48.890Z,1917.050724,42,934f92fafbb4,61795620aef853e5d9458a9a3c8595c33b0a45c2,True,mps,Apple MPS GPU,50,6,5,0.0,1,6,1,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,1.081577,0.231087,0.530528,0.176843,0.333333,0.333333,1.080836,0.233322,0.53842,0.179473,0.333333,0.333333,23895,,,0.091152,2.345879,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42/metrics.json,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42/epoch_metrics.csv,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42/test_metrics.csv,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42/class_metrics.csv,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42/test_confusion_matrix.csv,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42/checkpoints/best_model.pth,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42/checkpoints/last_model.pth,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42/checkpoints/optimizer_last.pth,,results/runs/p1_tinycnn_cbam_rr16_sk11_seed42/checkpoints/rng_state.pth,,,16,11,cbam,,
v2,p2_kd_tinycnn_a0p3_t3_seed42-s42-88739bba8cd0,p2_kd_tinycnn_a0p3_t3_seed42,sleep_event_classification,tinycnn,crnn,2026-02-10T09:37:34.489Z,2026-02-10T10:57:51.048Z,4816.559419,42,88739bba8cd0,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,9,5,0.0,1,9,4,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.591841,0.746018,0.792645,0.767377,0.730327,0.730327,0.542627,0.781291,0.82009,0.790409,0.774256,0.774256,23491,73411,3.125069,0.089611,1.977828,results/runs/p2_kd_tinycnn_a0p3_t3_seed42,results/runs/p2_kd_tinycnn_a0p3_t3_seed42/metrics.json,results/runs/p2_kd_tinycnn_a0p3_t3_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_a0p3_t3_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_a0p3_t3_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_a0p3_t3_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_a0p3_t3_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_a0p3_t3_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_a0p3_t3_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_a0p3_t3_seed42/checkpoints/rng_state.pth,64,2,,,,0.3,3.0
v2,p2_kd_tinycnn_a0p3_t4_seed42-s42-94b4239e5e21,p2_kd_tinycnn_a0p3_t4_seed42,sleep_event_classification,tinycnn,crnn,2026-02-10T10:58:54.210Z,2026-02-10T13:12:08.913Z,7994.702714,42,94b4239e5e21,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,15,5,0.0,1,15,10,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.576478,0.758305,0.800828,0.775698,0.744933,0.744933,0.509401,0.784399,0.820328,0.789338,0.783504,0.783504,23491,73411,3.125069,0.089611,1.968496,results/runs/p2_kd_tinycnn_a0p3_t4_seed42,results/runs/p2_kd_tinycnn_a0p3_t4_seed42/metrics.json,results/runs/p2_kd_tinycnn_a0p3_t4_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_a0p3_t4_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_a0p3_t4_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_a0p3_t4_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_a0p3_t4_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_a0p3_t4_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_a0p3_t4_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_a0p3_t4_seed42/checkpoints/rng_state.pth,64,2,,,,0.3,4.0
v2,p2_kd_tinycnn_a0p3_t5_seed42-s42-7ff1baa61c55,p2_kd_tinycnn_a0p3_t5_seed42,sleep_event_classification,tinycnn,crnn,2026-02-10T13:13:12.087Z,2026-02-10T14:50:57.261Z,5865.173774,42,7ff1baa61c55,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,11,5,0.0,1,11,6,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.584626,0.750733,0.792327,0.782121,0.729702,0.729702,0.501228,0.773317,0.813727,0.784826,0.766722,0.766722,23491,73411,3.125069,0.089611,1.974065,results/runs/p2_kd_tinycnn_a0p3_t5_seed42,results/runs/p2_kd_tinycnn_a0p3_t5_seed42/metrics.json,results/runs/p2_kd_tinycnn_a0p3_t5_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_a0p3_t5_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_a0p3_t5_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_a0p3_t5_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_a0p3_t5_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_a0p3_t5_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_a0p3_t5_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_a0p3_t5_seed42/checkpoints/rng_state.pth,64,2,,,,0.3,5.0
v2,p2_kd_tinycnn_a0p6_t3_seed42-s42-45a04ef3f0b2,p2_kd_tinycnn_a0p6_t3_seed42,sleep_event_classification,tinycnn,crnn,2026-02-10T14:52:00.457Z,2026-02-10T17:22:51.644Z,9051.187743,42,45a04ef3f0b2,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,17,5,0.0,1,17,12,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.593349,0.763428,0.799512,0.764798,0.76259,0.76259,0.538329,0.783928,0.821339,0.775017,0.799349,0.799349,23491,73411,3.125069,0.089611,1.977887,results/runs/p2_kd_tinycnn_a0p6_t3_seed42,results/runs/p2_kd_tinycnn_a0p6_t3_seed42/metrics.json,results/runs/p2_kd_tinycnn_a0p6_t3_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_a0p6_t3_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_a0p6_t3_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_a0p6_t3_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_a0p6_t3_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_a0p6_t3_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_a0p6_t3_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_a0p6_t3_seed42/checkpoints/rng_state.pth,64,2,,,,0.6,3.0
v2,p2_kd_tinycnn_a0p6_t4_seed42-s42-477b8c6164f9,p2_kd_tinycnn_a0p6_t4_seed42,sleep_event_classification,tinycnn,crnn,2026-02-10T17:23:54.748Z,2026-02-10T19:19:31.498Z,6936.750424,42,477b8c6164f9,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,13,5,0.0,1,13,8,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.594049,0.739133,0.790171,0.761891,0.7228,0.7228,0.498593,0.771928,0.81334,0.783699,0.766006,0.766006,23491,73411,3.125069,0.089611,2.617846,results/runs/p2_kd_tinycnn_a0p6_t4_seed42,results/runs/p2_kd_tinycnn_a0p6_t4_seed42/metrics.json,results/runs/p2_kd_tinycnn_a0p6_t4_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_a0p6_t4_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_a0p6_t4_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_a0p6_t4_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_a0p6_t4_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_a0p6_t4_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_a0p6_t4_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_a0p6_t4_seed42/checkpoints/rng_state.pth,64,2,,,,0.6,4.0
v2,p2_kd_tinycnn_a0p6_t5_seed42-s42-5bffd0d90b40,p2_kd_tinycnn_a0p6_t5_seed42,sleep_event_classification,tinycnn,crnn,2026-02-10T19:20:34.535Z,2026-02-10T21:41:31.881Z,8457.346159,42,5bffd0d90b40,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,16,5,0.0,1,16,11,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.599727,0.744004,0.791709,0.756049,0.734401,0.734401,0.501391,0.788733,0.82235,0.794716,0.788776,0.788776,23491,73411,3.125069,0.089611,2.712734,results/runs/p2_kd_tinycnn_a0p6_t5_seed42,results/runs/p2_kd_tinycnn_a0p6_t5_seed42/metrics.json,results/runs/p2_kd_tinycnn_a0p6_t5_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_a0p6_t5_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_a0p6_t5_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_a0p6_t5_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_a0p6_t5_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_a0p6_t5_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_a0p6_t5_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_a0p6_t5_seed42/checkpoints/rng_state.pth,64,2,,,,0.6,5.0
v2,p2_kd_tinycnn_a0p9_t3_seed42-s42-6db681f2969e,p2_kd_tinycnn_a0p9_t3_seed42,sleep_event_classification,tinycnn,crnn,2026-02-10T21:42:35.707Z,2026-02-10T23:29:03.729Z,6388.022289,42,6db681f2969e,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,12,5,0.0,1,12,7,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.600947,0.739874,0.783288,0.755335,0.727662,0.727662,0.50786,0.784829,0.821711,0.787868,0.784647,0.784647,23491,73411,3.125069,0.089611,2.361743,results/runs/p2_kd_tinycnn_a0p9_t3_seed42,results/runs/p2_kd_tinycnn_a0p9_t3_seed42/metrics.json,results/runs/p2_kd_tinycnn_a0p9_t3_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_a0p9_t3_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_a0p9_t3_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_a0p9_t3_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_a0p9_t3_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_a0p9_t3_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_a0p9_t3_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_a0p9_t3_seed42/checkpoints/rng_state.pth,64,2,,,,0.9,3.0
v2,p2_kd_tinycnn_a0p9_t4_seed42-s42-dbd015fe03b1,p2_kd_tinycnn_a0p9_t4_seed42,sleep_event_classification,tinycnn,crnn,2026-02-10T23:30:06.784Z,2026-02-11T01:07:15.068Z,5828.284576,42,dbd015fe03b1,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,11,5,0.0,1,11,6,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.600523,0.741858,0.791312,0.781898,0.717299,0.717299,0.510671,0.76652,0.809682,0.78718,0.753223,0.753223,23491,73411,3.125069,0.089611,2.126682,results/runs/p2_kd_tinycnn_a0p9_t4_seed42,results/runs/p2_kd_tinycnn_a0p9_t4_seed42/metrics.json,results/runs/p2_kd_tinycnn_a0p9_t4_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_a0p9_t4_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_a0p9_t4_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_a0p9_t4_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_a0p9_t4_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_a0p9_t4_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_a0p9_t4_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_a0p9_t4_seed42/checkpoints/rng_state.pth,64,2,,,,0.9,4.0
v2,p2_kd_tinycnn_a0p9_t5_seed42-s42-97d99eb0486b,p2_kd_tinycnn_a0p9_t5_seed42,sleep_event_classification,tinycnn,crnn,2026-02-11T01:14:40.847Z,2026-02-11T03:45:38.732Z,9057.885145,42,97d99eb0486b,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,17,5,0.0,1,17,12,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.588667,0.749428,0.793707,0.757788,0.742395,0.742395,0.538833,0.781223,0.818886,0.77459,0.793135,0.793135,23491,73411,3.125069,0.089611,2.401907,results/runs/p2_kd_tinycnn_a0p9_t5_seed42,results/runs/p2_kd_tinycnn_a0p9_t5_seed42/metrics.json,results/runs/p2_kd_tinycnn_a0p9_t5_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_a0p9_t5_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_a0p9_t5_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_a0p9_t5_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_a0p9_t5_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_a0p9_t5_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_a0p9_t5_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_a0p9_t5_seed42/checkpoints/rng_state.pth,64,2,,,,0.9,5.0
v2,p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42-s42-e9cf0037067b,p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42,sleep_event_classification,tinycnn_cbam,crnn,2026-02-11T03:46:41.783Z,2026-02-11T07:10:45.017Z,12243.233453,42,e9cf0037067b,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,19,5,0.0,1,19,14,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.530163,0.769594,0.811755,0.775279,0.766038,0.766038,0.463818,0.800898,0.834409,0.788861,0.827673,0.827673,23801,73411,3.084366,0.090794,2.861385,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42/metrics.json,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t3_seed42/checkpoints/rng_state.pth,64,2,8,3,cbam,0.3,3.0
v2,p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42-s42-1a82ff822937,p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42,sleep_event_classification,tinycnn_cbam,crnn,2026-02-11T07:11:48.060Z,2026-02-11T10:36:47.473Z,12299.412973,42,1a82ff822937,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,19,5,0.0,1,19,14,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.527684,0.773801,0.812167,0.775201,0.772615,0.772615,0.469206,0.80778,0.839999,0.791921,0.833678,0.833678,23801,73411,3.084366,0.090794,3.035741,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42/metrics.json,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t4_seed42/checkpoints/rng_state.pth,64,2,8,3,cbam,0.3,4.0
v2,p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42-s42-ea71050315ae,p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42,sleep_event_classification,tinycnn_cbam,crnn,2026-02-11T10:37:50.546Z,2026-02-11T12:47:00.952Z,7750.405198,42,ea71050315ae,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,12,5,0.0,1,12,7,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.573384,0.75799,0.7968,0.752121,0.769021,0.769021,0.5051,0.801873,0.832892,0.789672,0.827977,0.827977,23801,73411,3.084366,0.090794,2.200592,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42/metrics.json,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p3_t5_seed42/checkpoints/rng_state.pth,64,2,8,3,cbam,0.3,5.0
v2,p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42-s42-9f4ca4302ba2,p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42,sleep_event_classification,tinycnn_cbam,crnn,2026-02-11T12:48:04.035Z,2026-02-11T15:19:00.494Z,9056.458136,42,9f4ca4302ba2,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,14,5,0.0,1,14,9,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.542132,0.774462,0.810549,0.770614,0.779006,0.779006,0.487711,0.811444,0.843835,0.797955,0.830811,0.830811,23801,73411,3.084366,0.090794,2.208683,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42/metrics.json,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t3_seed42/checkpoints/rng_state.pth,64,2,8,3,cbam,0.6,3.0
v2,p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42-s42-e3de5a2ff3b7,p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42,sleep_event_classification,tinycnn_cbam,crnn,2026-02-11T15:20:03.592Z,2026-02-11T18:44:14.003Z,12250.410812,42,e3de5a2ff3b7,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,19,5,0.0,1,19,14,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.572605,0.763556,0.805681,0.765494,0.761787,0.761787,0.49489,0.811196,0.845352,0.793688,0.835673,0.835673,23801,73411,3.084366,0.090794,2.912529,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42/metrics.json,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t4_seed42/checkpoints/rng_state.pth,64,2,8,3,cbam,0.6,4.0
v2,p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42-s42-0628bd49ef50,p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42,sleep_event_classification,tinycnn_cbam,crnn,2026-02-11T18:45:17.142Z,2026-02-11T21:58:25.965Z,11588.822864,42,0628bd49ef50,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,18,5,0.0,1,18,13,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.539233,0.782714,0.82054,0.781398,0.784608,0.784608,0.488036,0.813979,0.845218,0.796723,0.842001,0.842001,23801,73411,3.084366,0.090794,2.800059,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42/metrics.json,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p6_t5_seed42/checkpoints/rng_state.pth,64,2,8,3,cbam,0.6,5.0
v2,p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42-s42-ca134b0711ab,p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42,sleep_event_classification,tinycnn_cbam,crnn,2026-02-11T21:59:29.013Z,2026-02-12T02:16:56.969Z,15447.955756,42,ca134b0711ab,e77d0aec45bdd1fc3036e4d346a420fbe973b17a,True,mps,Apple MPS GPU,50,22,5,0.0,1,22,17,0.001,1e-05,64,Adam,,16000,64,5.0,"1.0,1.5,5.5",,,0.522716,0.782945,0.821635,0.785782,0.780234,0.780234,0.458074,0.817137,0.8495,0.806163,0.830935,0.830935,23801,73411,3.084366,0.090794,2.659748,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42/metrics.json,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42/epoch_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42/test_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42/class_metrics.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42/test_confusion_matrix.csv,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42/checkpoints/best_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42/checkpoints/last_model.pth,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42/checkpoints/optimizer_last.pth,,results/runs/p2_kd_tinycnn_cbam_rr8_sk3_a0p9_t3_seed42/checkpoints/rng_state.pth,64,2,8,3,cbam,0.9,3.0
